sample,filepath,comment,O_pct,O_ppm,O_err,Mg_pct,Mg_ppm,Mg_err,Al_pct,Al_ppm,Al_err,Si_pct,Si_ppm,Si_err,P_pct,P_ppm,P_err,S_pct,S_ppm,S_err,K_pct,K_ppm,K_err,Ca_pct,Ca_ppm,Ca_err,Ti_pct,Ti_ppm,Ti_err,Mn_pct,Mn_ppm,Mn_err,Fe_pct,Fe_ppm,Fe_err,Ni_pct,Ni_ppm,Ni_err,Cu_pct,Cu_ppm,Cu_err,Zn_pct,Zn_ppm,Zn_err,Ga_pct,Ga_ppm,Ga_err,Rb_pct,Rb_ppm,Rb_err,Sr_pct,Sr_ppm,Sr_err,Y_pct,Y_ppm,Y_err,Zr_pct,Zr_ppm,Zr_err,Nb_pct,Nb_ppm,Nb_err,Ba_pct,Ba_ppm,Ba_err,Pb_pct,Pb_ppm,Pb_err,As_pct,As_ppm,As_err,Rh_pct,Rh_ppm,Rh_err,Sn_pct,Sn_ppm,Sn_err,Te_pct,Te_ppm,Te_err,Cl_pct,Cl_ppm,Cl_err,Mo_pct,Mo_ppm,Mo_err,Ag_pct,Ag_ppm,Ag_err,I_pct,I_ppm,I_err,La_pct,La_ppm,La_err,Ce_pct,Ce_ppm,Ce_err,Er_pct,Er_ppm,Er_err,Yb_pct,Yb_ppm,Yb_err,Ta_pct,Ta_ppm,Ta_err,Th_pct,Th_ppm,Th_err,U_pct,U_ppm,U_err,Ge_pct,Ge_ppm,Ge_err,Se_pct,Se_ppm,Se_err,W_pct,W_ppm,W_err,Gd_pct,Gd_ppm,Gd_err,Hf_pct,Hf_ppm,Hf_err,Sb_pct,Sb_ppm,Sb_err,Cd_pct,Cd_ppm,Cd_err,Re_pct,Re_ppm,Re_err,Br_pct,Br_ppm,Br_err,V_pct,V_ppm,V_err,Cr_pct,Cr_ppm,Cr_err,Cs_pct,Cs_ppm,Cs_err,In_pct,In_ppm,In_err,Co_pct,Co_ppm,Co_err,Bi_pct,Bi_ppm,Bi_err,Na_pct,Na_ppm,Na_err,Ir_pct,Ir_ppm,Ir_err,Pd_pct,Pd_ppm,Pd_err,Au_pct,Au_ppm,Au_err,Ru_pct,Ru_ppm,Ru_err,Os_pct,Os_ppm,Os_err,Tm_pct,Tm_ppm,Tm_err
ash-pellet_JPL09,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_JPL09.prf,ash-pellets_15-July_JPL09,45.934,459340.0,0.082,1.041,10410.0,0.139,4.123,41230.0,0.051,30.542,305420.0,0.065,0.099,990.0,0.006,0.178,1780.0,0.002,5.935,59349.99999999999,0.07,5.127,51270.0,0.03,0.632,6320.0,0.008,0.169,1690.0,0.002,5.889,58890.0,0.013,0.0055,55.0,0.0003,0.0103,103.0,0.0003,0.0445,445.0,0.0004,0.0042,42.0,0.0002,0.0199,199.0,0.0003,0.072,720.0,0.0,0.0063,63.0,0.0003,0.0359,359.0,0.0004,0.0025,25.0,0.0003,0.066,660.0,0.005,0.0218,218.0,0.0007,0.0017,17.0,0.0002,,,,0.0043,43.0,0.0009,,,,,,,,,,,,,0.008,80.0,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,190.0,0.0034,0.0087,87.0,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash_pellet_JPL43,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash_pellet_JPL43.prf,ash-pellets_14-July_JPL43,45.858,458579.99999999994,0.084,1.051,10510.0,0.145,3.334,33340.0,0.048,30.898,308980.0,0.066,0.163,1630.0,0.005,0.182,1820.0,0.002,6.056,60560.0,0.069,5.456,54560.00000000001,0.03,0.575,5750.0,0.007,0.149,1490.0,0.002,5.931,59310.0,0.013,0.0046,46.0,0.0003,0.0449,449.0,0.0005,0.0419,419.0,0.0004,0.0033,33.0,0.0002,0.0143,143.0,0.0003,0.076,760.0,0.0,0.0042,42.0,0.0003,0.0337,337.0,0.0004,0.0023,23.0,0.0003,0.052,520.0,0.005,0.0164,164.0,0.0007,0.0009,9.0,0.0002,,,,0.0055,55.0,0.0009,,,,,,,,,,,,,0.0082,82.0,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0047,47.0,0.001,,,,,,,,,,0.0159,159.0,0.0032,,,,0.018,180.0,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-pellet_XPAH26,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_XPAH26.prf,ash-pellets_15-July_XPAH26,41.6,416000.0,1.047,1.565,15650.0,0.162,0.87,8700.0,0.041,25.394,253939.99999999997,0.64,,,,0.821,8210.0,0.021,,,,6.199,61990.0,0.158,0.311,3110.0,0.009,0.0294,294.0,0.001,0.855,8550.0,0.022,0.0045,45.0,0.0002,0.0408,408.0,0.0011,2.925,29250.0,0.074,0.0033,33.0,0.0002,0.0021,21.0,0.0002,0.0156,156.0,0.0004,0.0013,13.0,0.0002,0.0064,64.0,0.0003,0.0009,9.0,0.0002,0.0309,309.0,0.0029,0.0117,117.0,0.0005,0.0005,5.0,0.0001,,,,0.0092,92.0,0.0006,,,,2.562,25620.0,0.065,0.076,760.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032,32.0,0.0006,,,,,,,0.0275,275.0,0.0007,,,,0.0207,207.0,0.001,,,,,,,0.0307,307.0,0.0011,0.0116,116.0,0.0004,16.566,165660.0,2.094,0.0061,61.0,0.0004,,,,,,,,,,,,,,,
ash-pellet_GPS03,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_GPS03.prf,ash-pellets_15-July_GPS03,44.839,448390.0,0.083,1.529,15290.0,0.15,4.219,42190.0,0.051,27.821,278210.0,0.062,0.244,2440.0,0.006,0.169,1690.0,0.002,5.08,50800.0,0.063,8.507,85070.0,0.036,0.626,6260.0,0.008,0.252,2520.0,0.002,6.349,63490.0,0.014,0.006,60.0,0.0003,0.0156,156.0,0.0003,0.059,590.0,0.0,0.0042,42.0,0.0002,0.0183,183.0,0.0003,0.115,1150.0,0.0,0.0054,54.0,0.0003,0.0253,253.0,0.0004,0.0019,19.0,0.0003,0.061,610.0,0.005,0.022,220.0,0.0007,0.0018,18.0,0.0002,,,,0.0037,37.0,0.0009,,,,,,,0.0025,25.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,5.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,0.0235,235.0,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-pellet_1620,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_1620.prf,ash-pellets_15-July_1620,46.996,469960.0,0.079,0.968,9680.0,0.127,4.079,40790.0,0.048,32.565,325650.0,0.063,0.098,980.0,0.004,0.148,1480.0,0.002,5.478,54780.0,0.07,3.216,32160.000000000004,0.024,0.583,5830.0,0.007,0.134,1340.0,0.002,5.456,54560.00000000001,0.012,0.0038,38.0,0.0003,0.0103,103.0,0.0003,0.0391,391.0,0.0004,0.0039,39.0,0.0002,0.0198,198.0,0.0003,0.0477,477.0,0.0003,0.0063,63.0,0.0003,0.0307,307.0,0.0004,0.0029,29.0,0.0003,0.075,750.0,0.005,0.0178,178.0,0.0007,0.0018,18.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135,135.0,0.0032,0.007,70.0,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-pellet_JPL18,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_JPL18.prf,ash-pellets_15-July_JPL18,45.907,459069.99999999994,0.082,1.125,11250.0,0.141,3.912,39120.0,0.049,30.208,302080.0,0.063,0.147,1470.0,0.006,0.2,2000.0,0.002,5.127,51270.0,0.065,5.927,59269.99999999999,0.031,0.903,9030.0,0.009,0.172,1719.9999999999998,0.002,5.979,59790.0,0.013,0.0032,32.0,0.0003,0.01,100.0,0.0003,0.112,1120.0,0.001,0.0037,37.0,0.0002,0.0145,145.0,0.0003,0.085,850.0000000000001,0.0,0.0041,41.0,0.0003,0.026,260.0,0.0004,0.0022,22.0,0.0003,0.077,770.0,0.005,0.0167,167.0,0.0007,0.002,20.0,0.0002,,,,0.0041,41.0,0.0008,0.008,80.0,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0238,238.0,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-pellet_JPL25,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_JPL25.prf,ash-pellets_15-July_JPL25,44.592,445920.0,0.084,1.667,16670.0,0.152,3.703,37030.0,0.05,28.044,280440.0,0.063,0.204,2039.9999999999998,0.006,0.176,1760.0,0.002,6.268,62680.0,0.065,8.571,85710.0,0.036,0.619,6190.0,0.008,0.195,1950.0,0.002,5.617,56170.0,0.013,0.0046,46.0,0.0003,0.0116,116.0,0.0003,0.0396,396.0,0.0004,0.0038,38.0,0.0002,0.0161,161.0,0.0003,0.112,1120.0,0.0,0.0043,43.0,0.0003,0.0227,227.0,0.0004,0.0021,21.0,0.0003,0.069,690.0000000000001,0.005,0.0167,167.0,0.0006,0.0007,7.0,0.0002,,,,0.0045,45.0,0.0008,,,,,,,,,,0.0021,21.0,0.0004,,,,,,,,,,,,,,,,,,,0.0034,34.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,0.0044,44.0,0.0006,,,,0.0186,186.0,0.0033,0.0071,71.0,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash_pellet_JPL50,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash_pellet_JPL50.prf,ash-pellets_14-July_JPL50,44.284,442840.0,0.091,1.188,11880.0,0.169,3.404,34040.0,0.052,27.789,277890.0,0.067,0.205,2050.0,0.007,0.241,2410.0,0.003,6.515,65150.0,0.07,9.6,96000.0,0.041,0.627,6270.0,0.008,0.287,2870.0,0.003,5.467,54670.0,0.014,0.0045,45.0,0.0003,0.0141,141.0,0.0003,0.051,509.99999999999994,0.0,0.0035,35.0,0.0002,0.0137,137.0,0.0003,0.137,1370.0,0.001,0.0043,43.0,0.0003,0.0269,269.0,0.0004,0.0019,19.0,0.0003,0.073,730.0,0.005,0.0221,221.0,0.0007,,,,,,,0.0046,46.0,0.0009,,,,,,,,,,,,,0.0095,95.0,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0048,48.0,0.0007,,,,0.0235,235.0,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-pellet_JPL33,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_JPL33.prf,ash-pellets_15-July_JPL33,45.538,455379.99999999994,0.085,1.1,11000.0,0.15,3.974,39740.0,0.051,29.372,293720.0,0.065,0.129,1290.0,0.005,0.228,2280.0,0.002,4.921,49210.0,0.066,6.225,62250.0,0.032,0.854,8540.0,0.009,0.184,1840.0,0.002,7.081,70810.0,0.016,0.0077,77.0,0.0003,0.0194,194.0,0.0004,0.095,950.0,0.001,0.0045,45.0,0.0002,0.018,180.0,0.0003,0.083,830.0,0.0,0.0062,62.0,0.0003,0.0271,271.0,0.0004,0.0022,22.0,0.0003,0.063,630.0,0.005,0.0183,183.0,0.0007,0.002,20.0,0.0002,,,,0.0063,63.0,0.0009,,,,,,,,,,,,,0.01,100.0,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0212,212.0,0.0036,0.01,100.0,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash_pellet_JPL79,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash_pellet_JPL79.prf,ash-pellets_14-July_JPL79,43.869,438690.0,0.091,1.062,10620.0,0.177,2.862,28620.0,0.051,26.156,261560.0,0.065,0.051,509.99999999999994,0.005,0.762,7620.0,0.004,4.514,45140.0,0.056,13.362,133620.0,0.045,2.504,25040.0,0.015,0.111,1110.0,0.002,3.187,31870.0,0.009,0.0192,192.0,0.0004,0.052,520.0,0.001,0.517,5170.0,0.002,0.0024,24.0,0.0002,0.0112,112.0,0.0003,0.068,680.0,0.0,0.0029,29.0,0.0003,0.0223,223.0,0.0003,0.0017,17.0,0.0003,0.254,2540.0,0.005,0.176,1760.0,0.001,,,,,,,0.0082,82.0,0.0008,,,,0.368,3680.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0044,44.0,0.0009,,,,,,,,,,0.0355,355.0,0.0056,0.016,160.0,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-pellet_XPAH20,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_XPAH20.prf,ash-pellets_15-July_XPAH20,39.191,391910.0,0.118,1.309,13090.0,0.287,,,,18.42,184200.00000000003,0.068,0.308,3080.0,0.005,0.534,5340.0,0.005,,,,36.68,366800.0,0.114,1.353,13530.0,0.013,0.0366,366.0,0.0013,0.838,8380.0,0.004,0.015,150.0,0.0004,0.0027,27.0,0.0002,0.44,4400.0,0.002,,,,0.0016,16.0,0.0002,0.0305,305.0,0.0003,,,,0.0039,39.0,0.0003,,,,0.336,3360.0,0.006,0.429,4290.0,0.002,,,,,,,0.0046,46.0,0.0008,,,,,,,,,,,,,,,,0.0285,285.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0372,372.0,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-pellet_JPL40,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_JPL40.prf,ash-pellets_15-July_JPL40,42.98,429799.99999999994,0.092,1.784,17840.0,0.178,2.89,28900.0,0.052,25.518,255180.0,0.066,0.315,3150.0,0.007,0.225,2250.0,0.003,7.232,72320.0,0.071,11.463,114629.99999999999,0.045,0.618,6180.0,0.008,0.241,2410.0,0.002,6.303,63030.0,0.016,0.007,70.0,0.0004,0.0264,264.0,0.0004,0.063,630.0,0.001,0.0037,37.0,0.0002,0.0182,182.0,0.0003,0.136,1360.0,0.001,0.0039,39.0,0.0004,0.0242,242.0,0.0005,,,,0.071,709.9999999999999,0.005,0.0257,257.0,0.0008,0.0016,16.0,0.0003,0.002,20.0,0.0004,0.0042,42.0,0.001,0.0099,99.0,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0241,241.0,0.0037,0.0096,96.0,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-pellet_JPL95,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_JPL95.prf,ash-pellets_15-July_JPL95,44.829,448290.0,0.089,1.279,12790.0,0.159,3.874,38740.0,0.053,28.268,282680.0,0.066,0.199,1990.0,0.006,0.238,2380.0,0.003,5.939,59390.0,0.072,7.3,73000.0,0.036,0.701,7010.0,0.009,0.235,2350.0,0.002,6.704,67040.0,0.016,0.0059,59.0,0.0003,0.0234,234.0,0.0004,0.068,680.0,0.001,0.0039,39.0,0.0002,0.0198,198.0,0.0003,0.112,1120.0,0.0,0.0055,55.0,0.0004,0.0395,395.0,0.0005,0.0021,21.0,0.0003,0.066,660.0,0.006,0.0275,275.0,0.0008,0.0013,13.0,0.0003,,,,0.0059,59.0,0.001,0.012,120.0,0.0022,,,,,,,0.0028,28.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0319,319.0,0.0037,,,,,,,0.0055,55.0,0.0011,,,,,,,,,,,,,0.0019,19.0,0.0005,,,,,,,,,,,,
ash-pellet_JPL94,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_JPL94.prf,ash-pellets_15-July_JPL94,45.492,454920.0,0.087,1.003,10029.999999999998,0.152,3.563,35630.0,0.052,29.818,298180.0,0.067,0.154,1540.0,0.006,0.239,2390.0,0.002,5.538,55380.0,0.073,6.557,65570.0,0.035,0.649,6490.0,0.008,0.19,1900.0,0.002,6.374,63740.0,0.015,0.0055,55.0,0.0003,0.0198,198.0,0.0004,0.12,1200.0,0.001,0.0041,41.0,0.0002,0.0189,189.0,0.0004,0.083,830.0,0.0,0.0082,82.0,0.0004,0.0369,369.0,0.0005,0.0027,27.0,0.0004,0.061,610.0,0.005,0.0288,288.0,0.0008,0.0015,15.0,0.0003,,,,0.0057,57.0,0.001,,,,,,,0.0035,35.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059,59.0,0.0008,,,,0.0168,168.0,0.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-pellet_XPAH55,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_XPAH55.prf,ash-pellets_15-July_XPAH55,47.258,472580.0,0.072,0.832,8320.0,0.115,4.516,45160.0,0.047,32.769,327690.0,0.059,0.09,900.0,0.004,0.053,530.0,0.001,4.772,47720.0,0.062,3.235,32350.0,0.022,0.592,5920.0,0.007,0.097,970.0,0.001,5.531,55310.0,0.011,0.0033,33.0,0.0002,0.0041,41.0,0.0002,0.0153,153.0,0.0002,0.0029,29.0,0.0002,0.0136,136.0,0.0002,0.0484,484.0,0.0003,0.0042,42.0,0.0003,0.053,530.0,0.0,0.0017,17.0,0.0002,0.063,630.0,0.004,0.0108,108.0,0.0005,0.0006,6.0,0.0002,,,,0.0038,38.0,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,195.0,0.0028,0.0088,88.0,0.0011,,,,,,,,,,0.0015,15.0,0.0003,,,,,,,,,,,,,,,,,,,,,
ash-pellet_JPL52,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_JPL52.prf,ash-pellets_15-July_JPL52,44.566,445660.0,0.088,1.444,14440.0,0.161,3.503,35030.0,0.051,28.031,280310.0,0.065,0.236,2360.0,0.007,0.201,2010.0000000000002,0.002,5.872,58720.0,0.068,9.424,94240.0,0.04,0.59,5900.0,0.008,0.249,2490.0,0.002,5.516,55160.0,0.013,0.0037,37.0,0.0003,0.0117,117.0,0.0003,0.056,560.0,0.0,0.0036,36.0,0.0002,0.0134,134.0,0.0003,0.133,1330.0,0.0,0.0046,46.0,0.0003,0.0393,393.0,0.0004,0.0023,23.0,0.0003,0.069,690.0000000000001,0.005,0.0144,144.0,0.0007,0.0008,8.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0163,163.0,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-pellet_1642,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_1642.prf,ash-pellets_15-July_1642,43.988,439880.0,0.085,1.494,14940.0,0.159,3.249,32490.0,0.049,27.038,270380.0,0.062,0.278,2780.0000000000005,0.006,0.473,4730.0,0.003,6.905,69050.0,0.065,10.08,100800.0,0.039,1.5,15000.0,0.011,0.141,1409.9999999999998,0.002,3.587,35870.0,0.009,0.0056,56.0,0.0003,0.0269,269.0,0.0004,0.354,3540.0,0.001,0.0024,24.0,0.0002,0.0137,137.0,0.0003,0.078,780.0,0.0,0.0035,35.0,0.0003,0.0286,286.0,0.0003,0.0016,16.0,0.0003,0.14,1400.0000000000002,0.005,0.183,1830.0,0.001,,,,,,,0.0062,62.0,0.0008,0.0083,83.0,0.0017,0.369,3690.0,0.002,0.0021,21.0,0.0003,,,,0.0097,97.0,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035,35.0,0.0009,,,,,,,,,,0.018,180.0,0.0044,0.0117,117.0,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ash-pellet_JPL86,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_JPL86.prf,ash-pellets_15-July_JPL86,46.044,460439.99999999994,0.082,0.652,6520.0,0.141,3.914,39140.0,0.049,30.384,303840.0,0.063,0.08,800.0,0.005,0.454,4540.0,0.003,5.184,51840.0,0.065,7.193,71930.0,0.033,1.562,15620.0,0.011,0.127,1270.0,0.002,3.667,36670.0,0.009,0.0101,101.0,0.0003,0.0215,215.0,0.0003,0.176,1760.0,0.001,0.0032,32.0,0.0002,0.0179,179.0,0.0003,0.058,580.0,0.0,0.0053,53.0,0.0003,0.0262,262.0,0.0003,0.0028,28.0,0.0003,0.135,1350.0,0.005,0.0479,479.0,0.0008,0.0015,15.0,0.0003,,,,0.0052,52.0,0.0008,0.0099,99.0,0.0017,0.201,2010.0000000000002,0.002,0.001,10.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0132,132.0,0.0013,,,,,,,,,,0.0041,41.0,0.0004,,,,,,,,,,,,,,,,,,,,,
ash-pellet_JPL51,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/XRF_15-July_pellets/ash-pellet_JPL51.prf,ash-pellets_15-July_JPL51,46.113,461130.0,0.082,1.04,10400.0,0.139,4.325,43250.0,0.049,30.566,305660.0,0.063,0.23,2300.0,0.006,0.217,2170.0,0.002,5.695,56950.0,0.068,6.055,60550.0,0.032,0.518,5180.0,0.007,0.175,1750.0,0.002,4.708,47080.0,0.011,0.0035,35.0,0.0003,0.0101,101.0,0.0003,0.0435,435.0,0.0004,0.0129,129.0,0.0002,0.0132,132.0,0.0003,0.098,980.0,0.0,0.0039,39.0,0.0003,0.0263,263.0,0.0004,0.0015,15.0,0.0003,0.077,770.0,0.004,0.0265,265.0,0.0008,0.008,80.0,0.0003,,,,0.0037,37.0,0.0008,0.0102,102.0,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0185,185.0,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-25_JPL07,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/6-25_pellets/6-25_JPL07.prf,6-25_JPL07,44.486,444860.0,0.089,1.101,11010.0,0.161,3.869,38690.0,0.054,27.784,277840.0,0.066,0.197,1970.0,0.006,0.293,2930.0,0.003,6.479,64790.0,0.072,8.977,89770.0,0.04,0.814,8139.999999999999,0.009,0.251,2510.0,0.002,5.262,52619.99999999999,0.013,0.0091,91.0,0.0004,0.0218,218.0,0.0004,0.11,1100.0,0.001,0.004,40.0,0.0002,0.0199,199.0,0.0003,0.112,1120.0,0.0,0.0068,68.0,0.0004,0.0329,329.0,0.0004,0.0023,23.0,0.0003,0.094,940.0,0.005,0.0351,351.0,0.0008,0.0013,13.0,0.0003,,,,0.0079,79.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0233,233.0,0.004,0.0078,78.0,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-25_1642,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/6-25_pellets/6-25_1642.prf,6-25_1642,43.828,438280.00000000006,0.088,1.171,11710.0,0.166,3.195,31950.0,0.051,26.94,269400.0,0.065,0.205,2050.0,0.007,0.499,4990.0,0.004,7.068,70680.0,0.067,10.27,102700.0,0.041,1.564,15640.0,0.012,0.144,1440.0,0.002,3.82,38200.0,0.01,0.0061,61.0,0.0003,0.0239,239.0,0.0004,0.369,3690.0,0.001,0.0029,29.0,0.0002,0.0144,144.0,0.0003,0.083,830.0,0.0,0.0043,43.0,0.0003,0.0326,326.0,0.0004,0.0021,21.0,0.0003,0.162,1620.0,0.005,0.193,1930.0,0.001,,,,,,,0.0058,58.0,0.0008,,,,0.337,3370.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0289,289.0,0.0048,0.0099,99.0,0.0015,0.0203,203.0,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
